id,sentence,topic,sentiment
9884,"phòng anh văn gần với công trình đang thi công , mong nhà trường sắp xếp để có phòng học yên tĩnh .",2,0
9885,lỗi không phải là của giảng viên hay bọn em nhưng em nghĩ trước khi đưa ra lịch học thì nên làm khảo sát buổi học có nhiều sinh viên đi học nhất thì hãy dạy .,1,0
9886,"thầy giảng ngắn gọn , đầy đủ .",0,2
9887,"dụng cụ học tập còn thiếu , không đảm bảo cho sinh viên tập luyện .",0,0
9888,giảng viên nên cho bài tập thường xuyên tuần nào cũng phải trả bài .,0,0
9889,lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết .,0,0
9890,"em nghĩ trường nên ưu tiên cho hệ chất lượng cao tụi em được học giờ giấc thoải mái hơn nếu vì lý do buổi sáng hết phòng thì cũng nên ưu tiên phòng cho tụi em theo như trường đã cam kết , theo em buổi chiều chỉ nên học 3 tiết , những môn nào học 4 tiết như anh văn hay 2 tiết như kỹ năng nghề nghiệp thì nên chuyển lên học buổi sáng .",1,0
9891,"giảng viên tận tâm , tạo sự chủ động trong học tập cho người học .",0,2
9892,"hướng dẫn tốt , nhiệt tình giải đáp khi sinh viên có thắc mắc .",0,2
9893,cần tăng thêm bài tập thực tế .,1,0
9894,nội dung môn học khó .,1,0
9895,giáo viên rất nhiệt tình .,0,2
9896,thầy giải đáp thắc mắc nhiệt tình .,0,2
9897,"thầy dạy khá sát thực tiễn , bài tập nhiều , hay .",0,2
9898,"thầy nhiệt tình , vui tính , truyền đạt hay .",0,2
9899,"giảng viên hòa đồng vui tính , phong cách giảng dạy đĩnh đạc , chia nhóm làm việc hiệu quả .",0,2
9900,"nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .",2,0
9901,"giáo viên lên lớp nhưng không giúp sinh viên hiểu bài và chỉ làm việc riêng của mình , mặc lớp thực hành bên dưới .",0,0
9902,cập nhật giáo trình .,1,0
9903,"nhiệt tình , tâm huyết với học sinh .",0,2
9904,truyền đạt chưa được hiệu quả .,0,0
9905,"phần thực hành , chúng em không được hướng dẫn đủ .",1,0
9906,"dạy hay , cách truyền đạt tốt .",0,2
9907,thầy cô đảm bảo thời gian lên lớp .,0,2
9908,"những thông tin thầy truyền đạt rất khó hiểu , sinh viên không hình dung được kiến thức đó .",0,0
9909,sự tận tâm của giảng viên .,0,2
9910,thầy nhiệt tình với nhiều bài tập đa dạng và phong phú .,0,2
9911,giáo viên nhiệt tình và tạo nhiều cơ hội cho học sinh học tập .,0,2
9912,"dạy khó hiểu , không tận tâm .",0,0
9913,phòng máy vẫn còn nhiều thiếu sót .,2,0
9914,có nhiều ví dụ thực tế hơn .,0,0
9915,thầy dạy khá hay và kỹ .,0,2
9916,lớp học ồn .,3,0
9917,hơi khó tính về chuyện điểm danh .,0,0
9918,"giảng dạy tích cực , hiệu quả .",0,2
9919,thầy dạy giỏi .,0,2
9920,thầy chỉ dạy làm sao để thi chứ không dạy cách học môn lý thuyết mạch điện .,0,0
9921,cô rất nhiệt tình trong việc truyền đạt kiến thức cũng như sẵn sàng trả lời mọi thắc mắc của sinh viên .,0,2
9922,không có ý kiến gì ạ .,3,1
9923,không có điều gì .,3,1
9924,cô có nhiều hoạt động trong lớp học khiến cho môn học dễ tiếp thu hơn .,0,2
9925,"em thấy có một số buổi học kéo dài , có buổi kéo dài tới gần 12h .",0,0
9926,giảng tận tình .,0,2
9927,"cải thiện chất lượng quạt , phòng rất nóng , hầm và bí .",2,0
9928,"nội dung môn học có tính áp đặt người học , không thực tế , nên thay nội dung giảng dạy bằng việc dạy thêm những thứ có liên quan đến ngành sinh viên đang học mảng web thì cần biết php , html , cs , js , hay làm về embeded system thì cần c .",1,0
9929,giờ lên lớp .,0,1
9930,không thu hút được sự tập trung của sinh viên .,0,0
9931,"giảng viên chưa truyền đạt tốt , dạy còn chán , không có sự thu hút trong cách dạy lắm .",0,0
9932,nội dung thầy dạy bị rời rạc .,0,0
9933,giảng viên luôn tạo không khí vui vẻ trong giờ học .,0,2
9934,còn ít đưa ví dụ và code trực tiếp để có thể hiểu tại lớp .,0,0
9935,em cũng không biết là cô hay thầy nữa .,0,0
9936,"đôi lúc cô có kể vài câu chuyện hay liên quan đến bài học , hầu hết các tiết học cô luôn mỉm cười nên khi học cảm thấy thoải mái .",0,2
9937,"em thấy trong lúc giảng , thầy ví dụ rất sinh động , dễ hiểu .",0,2
9938,"viết bài nhiều quá , nên đưa bài dạy lên hệ thống moodle .",0,0
9939,"cô nhiệt tình , tận tâm hướng dẫn .",0,2
9940,thực hành sớm hơn so với lý thuyết dẫn đến nhiều khó khăn cho sinh viên .,1,0
9941,hình thức tạo nhóm không hiệu quả .,0,0
9942,"vui vẻ , tận tâm .",0,2
9943,giảng kỹ .,0,2
9944,học kỳ 1 khoa wzjwz167 cũng nhận được điểm thi khác trễ .,1,0
9945,giảng viên truyền đạt kiến thức rất hay và dễ tiếp thu .,0,2
9946,thầy thường xuyên bỏ lớp .,0,0
9947,đặt nhiều câu hỏi trong lúc dạy .,0,2
9948,"bài tập nhiều , đa dạng .",1,2
9949,"tận tâm , truyền đạt dễ hiểu .",0,2
9950,giảng viên cho sinh viên lượng bài tập quá lớn .,0,0
9951,"giờ thực hành quá ít , bài tập thực hành hằng tuần đều đó , giảng viên hướng dẫn không có nhiều thời gian để hướng dẫn trực tiếp .",1,0
9952,theo quan điểm của em về các môn học chuyên ngành của sinh viên thì nhà trường không nên bắt buộc sinh viên phải thi học kỳ để lấy điểm số .,1,0
9953,mong cô luôn như vậy .,0,2
9954,"thầy nhiệt tình , tận tâm với sinh viên .",0,2
9955,em rất thích cách dạy của thầy vì nó bám sát thực tế .,0,2
9956,"thầy giảng rất chán , không giải đáp hết thắc mắc cho sinh viên .",0,0
9957,phương pháp dạy chưa thật sự hiệu quả .,0,0
9958,thầy dạy rất có tâm và giúp chúng em hiểu rất sâu .,0,2
9959,sửa và cho các bài tập rõ ràng hơn !,0,0
9960,nghỉ quá nhiều .,0,0
9961,thực hành nhiều hơn .,1,0
9962,em là một học sinh không lười biếng nhưng thầy giảng bài em thấy buồn ngủ quá colonsad .,0,0
9963,cần nâng cao hệ thống thiết bị giảng dạy .,2,0
9964,"giảng viên không biết cách diễn đạt , nghỉ 2 tuần không thông báo trên moodle .",0,0
9965,"thầy wzjwz246 rất nhiệt tình trong giảng dạy và luôn tham khảo thêm nhiều ý kiến của sinh viên , thường xuyên thảo luận trên diễn đàn môn học .",0,2
9966,"cô giảng dạy hay , dễ tiếp thu .",0,2
9967,sự cố này kéo dài hơn một tháng mới chấm dứt .,3,0
9968,"dạy hay , vui vẻ và gần gũi với sinh viên .",0,2
9969,"giảng dạy lý thuyết quá nhiều và rất rất ít bài tập vận dụng để hiểu được bài hôm đó , thiêng về chứng minh định lý định luật quá nhiều mà không đi vào bài tập , cho bài tập thì quá khó để hiểu được vấn đề , cuối cùng lại không biết gì .",0,0
9970,thầy dạy quá hay !,0,2
9971,"cô giảng bài dễ hiểu , nói chuyện rất truyền cảm .",0,2
9972,"thầy giảng rất tốt , em hiểu gần như mọi thứ thầy dạy và áp dụng tốt nó .",0,2
9973,thầy nhiệt tình trả lời câu hỏi của sinh viên đặt ra .,0,2
9974,"quan tâm đến sinh viên , thường xuyên hướng dẫn từng sinh viên .",0,2
9975,cô truyền đạt kiến thức rất hiệu quả .,0,2
9976,she's very sociable .,0,2
9977,"cần có giáo trình với nhiều ví dụ rõ ràng hơn , hiện tại quá ít ví dụ để sinh viên tự học theo .",1,0
9978,thầy dạy rất dễ hiểu !,0,2
9979,các buổi ngoại khóa nên được mở .,3,0
9980,chưa có demo thực tế .,0,0
9981,cứ mỗi khi có thắc mắc thì lại không thể tìm thấy giáo viên thực hành để được giải đáp .,0,0
9982,cần dạy nhiều hơn vì khi thực hành chủ yếu sinh viên tự thực hành .,1,0
9983,"mục đích của môn học , có liên quan gì dến những môn học trước và sau này .",1,0
9984,"thầy có quá trình quản lý công việc , lịch trình rõ ràng , phù hợp với sinh viên .",0,2
9985,"giảng viên nhiệt tình , tận tâm , luôn đưa ra vấn đề nhiều chiều , định hướng cho sinh viên tốt !",0,2
9986,"thầy đã chọn cách chúng em hoạt động trong môn này thật là với em thật là không thích và cảm thấy không đúng , không phải chỉ mình em thấy vậy còn có những bạn khác cũng như vậy , chúng em đã có nói chuyện với nhau .",0,0
9987,buổi học chỉ dạy một nửa thời gian .,0,0
9988,đôi lúc nói nhanh nghe không kịp .,0,0
9989,không hiểu cách chấm bài thi của thầy .,0,0
9990,tận tình giải bài tập trên lớp .,0,2
9991,phương pháp giảng dạy tốt .,0,2
9992,"vui vẻ , hòa đồng .",0,2
9993,tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .,1,0
9994,"bài tập cần thực tiễn hơn giống như bài toán "" chi tiết máy "" , bài toán "" tính tiền lương "" thay vì những khái niệm toán học .",1,0
9995,"thầy dạy nhiệt tình , giảng bài chi tiết .",0,2
9996,sự tận tình .,0,1
9997,cung cấp được nhiều kinh nghiệm hay trong việc học cũng như đi làm sau này .,0,2
9998,"thầy dạy hay , thu hút , luôn đến lớp đúng giờ , và dạy đảm bảo đủ thời gian ( nhiều khi còn dư ) và em khâm phục trí nhớ của thầy .",0,2
9999,"thường xuyên lên lớp rất muộn , không cung cấp đề cương môn học , chấm điểm chủ quan và thường xuyên nặng lời với sinh viên .",0,0
10000,đánh giá cao colonsmile .,3,2
10001,học dồn quá sức .,3,0
10002,"đã vậy còn không tôn trọng sinh viên bằng việc cắt ngang buổi seminar của sinh viên với lý do "" em nói nhiều quá , thôi lướt qua phần này đi "" .",0,0
10003,các thầy nên cho đề cương ôn sát với phần thi .,0,0
10004,"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",1,0
10005,"giảng viên tích cực tiếp thu ý kiến sinh viên về kiến thức và cách giảng dạy , mong thầy thành công .",0,2
10006,khi có thắc mắc thầy giải thích rất dễ hiểu .,0,2
10007,"cô tận tình , dạy dễ hiểu , không gây áp lực cho sinh viên .",0,2
10008,có đưa ra ví dụ cụ thể .,0,2
10009,có nhiều hoạt động học tập sinh động giúp sinh viên thoải mái khi học .,0,2
10010,các buổi thực hành ht2 không thông báo với sinh viên .,1,0
10011,"đồng thời , giảng viên rất tích cực , năng nổ trong việc giảng dạy , cung cấp cho sinh viên nhiều kiến thức bổ ích và cũng luôn vui vẻ , hoà đồng nhằm khiến sinh viên cảm thấy thoải mái khi đến lớp .",3,2
10012,được thực hành trên thiết bị thực .,2,2
10013,"bài thực hành phong phú và đa dạng , tiếp xúc được với công nghệ mới .",0,2
10014,em rất hài lòng về phương pháp giảng dạy của thầy ạ .,0,2
10015,số bài thực hành quá nhiều cho một môn thực hành hình thức 2 .,1,0
10016,"nhắc nhở sinh viên là ý tốt của thầy , nhưng thật sự tụi em thấy rất áp lực với môn học này .",0,0
10017,thầy nên cho phân nhóm làm bài tập về nhà .,0,0
10018,"tác phong và phương pháp giảng bài hiện đại , gần gũi , dễ tiếp thu .",0,2
10019,chỉ có học lý thuyết .,1,0
10020,không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .,1,0
10021,chưa có điểm thi giữa kỳ .,3,0
10022,"giảng viên khó tính , thỉnh thoảng lớn tiếng với sinh viên , không tôn trọng ý kiến của sinh viên .",0,0
10023,cô cho nhiều bài tập .,0,2
10024,đề nghị nhà trường nên đầu tư thêm cho phòng máy và cập nhật các phần mềm phục vụ cho học tập .,2,0
10025,"cô thường xuyên bổ trợ kiến thức cho sinh viên về các kỹ năng nghe , nói đọc viết .",1,2
10026,giảng viên khuyến khích sinh viên tự tìm hiểu .,0,2
10027,nâng cao trang thiết bị học tập .,2,0
10028,"cô dạy nhiệt tình , quan tâm đến học sinh .",0,2
10029,thầy và cô thường có những lời khuyên định hướng tương lai .,0,2
10030,giảng viên giảng nhiều bài tập và tăng cường ôn tập ngữ pháp và luyện nói .,0,2
10031,"cô quá chất , đi dạy chỉ cần cái điện thoại .",0,2
10032,cô dạy nhiệt tình và tâm huyết .,0,2
10033,"phương pháp giảng dạy và cách tiếp cận với sinh viên rất tư nhiên , không gò bó .",0,2
10034,"giảng viên làm rõ được vấn đề , dạy những kiến thức thật sự thiết thực cho sinh viên , truyền đạt những kinh nghiệm thực tế trong quá trình giảng dạy .",0,2
10035,học thì đơn giản mà sao đề khó quá ạ !,1,0
10036,thầy nói quá nhiều vấn đề mà thời gian thì có hạn nên dẫn đến các vần đề chính thầy nói ít đi .,0,0
10037,cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông .,1,0
10038,giáo viên không đến lớp trong các buổi thực hành nhưng không báo trước .,0,0
10039,giảng viên rất nhiệt tình ạ .,0,2
